id_wifi;provinsi;kota_kabupaten;kecamatan;nama_lokasi;alamat;longitude;latitude;tahun;;
1666;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1667;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1668;JAWA BARAT;KOTA BEKASI;JATIASIH;KANTOR SEKRETARIAT RW. 003;Kantor Sekretariat RW. 003, Kp. Pedurenan RT 02/03, kel.;;0;2022;;
1669;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1670;JAWA BARAT;KOTA BEKASI;JATIASIH;GERAI UMKM & PKL JATILUHUR;Gerai UMKM & PKL Jatiluhur, Jl. H. Dehir RT 07/02, kel.;;0;2022;;
1671;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1672;JAWA BARAT;KOTA BEKASI;JATIASIH;SEKRETARIAT KARANG TARUNA KEL. JATILUHUR;Kantor Sekertariat Karang Taruna Kel. Jatiluhur, Jl. H. Dehir;;0;2022;;
1673;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1674;JAWA BARAT;KOTA BEKASI;JATIASIH;POS KAMLING RT. 001 RW. 012;Pos Kamling RT.001 RW. 012, Kp.Kebantenan RT 001/012 (tikor:;;0;2022;;
1675;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1676;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1677;JAWA BARAT;KOTA BEKASI;JATIASIH;POS KAMLING RT. 003 RW. 004;Pos Kamling RT. 003 RW. 004, Kp. Kebantenan RT 03/004, kel.;;0;2022;;
1678;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1679;JAWA BARAT;KOTA BEKASI;JATIASIH;KANTOR SEKRETARIAT RW. 006;KANTOR SEKRETARIAT RW. 006, Kp. Pedurenan Gg.Putrajayatenda;;0;2022;;
1680;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1681;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1682;JAWA BARAT;KOTA BEKASI;JATIASIH;TAMAN CIKUNIR;TAMAN CIKUNIR,PERUM TAMAN CIKUNIR RT. 001 RW. 001, KEL.;;0;2022;;
1683;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1684;JAWA BARAT;KOTA BEKASI;JATIASIH;TAMAN JATIASIH;TAMAN JATIASIHJL. RAYA JATIASIH RT. 005KEL. JATIASIHKEC.;;0;2022;;
1685;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1686;JAWA BARAT;KOTA BEKASI;JATIASIH;TAMAN CHANDRA ASIH;JL. ASIH PERMAI PERUMAHAN PEMDA BLOK C RT. 002 RW. 011, KEL.;;0;2022;;
1687;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1688;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Kelurahan Jatisari;Jl. Wibawa Mukti Ii Km. 5;;0;2022;;
1689;JAWA BARAT;KOTA BEKASI;JATIASIH;Taman Bekasi Kota Patriot;Jl. Raya Jatiasih No.5;;0;2022;;
1690;JAWA BARAT;KOTA BEKASI;JATIASIH;Uptd Llap Kec.Jatiasih;Jl. Wibawa Mukti No.14;;0;2022;;
1691;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Kelurahan Jati Asih;Jl. Wibawa Mukti No.14;;0;2022;;
1692;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Kelurahan Jati Kramat;Jl. H. Gemin No.2;;0;2022;;
1693;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Kelurahan Jati Luhur;Jl. Wibawa Mukti Ii Km.3;;0;2022;;
1694;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Kelurahan Jatimekar;Jl. Wibawa Mukti Iv, Jatimekar, Jatiasih;;0;2022;;
1695;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Kelurahan Jatirasa (Gd.Sdn Jatirasa Iii);Jl. Bangka No.52 Rt.005 Rw.004;;0;2022;;
1696;JAWA BARAT;KOTA BEKASI;JATIASIH;Pasar Baru Jatiasih;Jl. Raya Jati Asih;;0;2022;;
1697;JAWA BARAT;KOTA BEKASI;JATIASIH;Pos Kamling Rw.004;Kp. Kebantenan Rt.04 Rw.04 (Poskamling);;0;2022;;
1698;JAWA BARAT;KOTA BEKASI;JATIASIH;Balai Rw.005 Posyandu Mulya Asih;Kp. Kebantenan Rt.02-03 Rw.05 (Balai Rw.05 Posyandu Mulya;;0;2022;;
1699;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1700;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Sekretariat Rw.09;Jl. Jampang Peles Rt.07 Rw.09;;0;2022;;
1701;JAWA BARAT;KOTA BEKASI;JATIASIH;Musholla At Taqwa;Jl. Suci Rt.02 Rw.02;;0;2022;;
1702;JAWA BARAT;KOTA BEKASI;JATIASIH;Masjid Anul Yqin;Kp. Benda Rt 05/05;;0;2022;;
1703;JAWA BARAT;KOTA BEKASI;JATIASIH;Masjid Baitussalam;Cluster Green Apple Rt 03/04;;0;2022;;
1704;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Sekretariat Bkm;Kp. Rawa Bogo Rt 002/001;;0;2022;;
1705;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Sekretariat Rw. 012;Perum Buana Jaya Rt. 003/012;;0;2022;;
1706;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Sekretariat Rw. 013;Komp. Graha Indah Rt. 001/013;;0;2022;;
1707;JAWA BARAT;KOTA BEKASI;JATIASIH;Rw.09;Musholah An-Najah Kp.Cakung Rt.06/09;;0;2022;;
1708;JAWA BARAT;KOTA BEKASI;JATIASIH;Rw.03.A;Balai Rw.03 Jl.Jatikramat Rt.004/03A;;0;2022;;
1709;JAWA BARAT;KOTA BEKASI;JATIASIH;Rw. 08;Perumahan Pondok Jati Indah Rt. 003/008;;0;2022;;
1710;JAWA BARAT;KOTA BEKASI;JATIASIH;Rw.05;Pos Linmas Rt.014/05;;0;2022;;
1711;JAWA BARAT;KOTA BEKASI;JATIASIH;Masjid Jami Assa'Adah;Jl. H. Karim Rt.05 Rw.09;;0;2022;;
1712;JAWA BARAT;KOTA BEKASI;JATIASIH;Rw.001;Sekretariat Rt.02;;0;2022;;
1713;JAWA BARAT;KOTA BEKASI;JATIASIH;Sekretariat Rw 008;Perum Sapta Pesona Jln. Utama A Rt 01/08;;0;2022;;
1714;JAWA BARAT;KOTA BEKASI;JATIASIH;Sekretariat Rw 009;Prum Satwika Permai Rt 01/09;;0;2022;;
1715;JAWA BARAT;KOTA BEKASI;JATIASIH;Sekretariat Rw 005;Jl. H. Abdul Rojak Rt 01/05;;0;2022;;
1716;JAWA BARAT;KOTA BEKASI;JATIASIH;Taman Wa Ema;Jl. Primadana 9 Rt 05/010 Perum Danamon;;0;2022;;
1717;JAWA BARAT;KOTA BEKASI;JATIASIH;Balai Rw 002;Jl. Sirojul Munir Rt. 005/002 Kp. Bojong Sari;;0;2022;;
1718;JAWA BARAT;KOTA BEKASI;JATIASIH;Sekretariat Dpk Knpi Jatiasih;Kp. Cakung Gg. Nangka Rt.04 Rw.012 No.8;;0;2022;;
1719;JAWA BARAT;KOTA BEKASI;JATIASIH;Taman Ceria;Kp. Cakung Gg. Nangka Rt.004/012;;0;2022;;
1720;JAWA BARAT;KOTA BEKASI;JATIASIH;Polder Air Ikip;Jl. Pendidikan Raya Blok 1 Rt.03 Rw. 004;;0;2022;;
1721;JAWA BARAT;KOTA BEKASI;JATIASIH;Balai Rw.003;Kp. Bulak Rt.04 Rw.03 (Balai Rw.03);;0;2022;;
1722;JAWA BARAT;KOTA BEKASI;JATIASIH;Posyandu Kenanga Asih Rw.007;Kp. Kebantenan Rt.01 Rw.07 (Posyandu Kenanga Asih);;0;2022;;
1723;JAWA BARAT;KOTA BEKASI;JATIASIH;Pos Ronda Rw.010;Jl. Durian Ii Rt.05 Rw.010 (Pos Ronda);;0;2022;;
1724;JAWA BARAT;KOTA BEKASI;JATIASIH;Kantor Sekretariat Rw. 010;Perum Angkasa Puri Jl. Rambutan Rt. 006/010;;0;2022;;
1725;JAWA BARAT;KOTA BEKASI;JATIASIH;Balai Rw 015;Jl. Sirojul Munir Rw 015 Taman Jatisari Permai;;0;2022;;
1726;JAWA BARAT;KOTA BEKASI;JATIASIH;Posyandu Rw 012 [Sekretariat Rw.012];-;;0;2022;;
1727;JAWA BARAT;KOTA BEKASI;JATIASIH;Masjid Al - Muhajiri;Perum Villa Jatirasa Jl. Bango R5T 03/12;;0;2022;;
1728;JAWA BARAT;KOTA BEKASI;JATIASIH;Sekretariat Rw 010;Perum Asabri Indah Rt 04/10;;0;2022;;
1729;JAWA BARAT;KOTA BEKASI;JATIASIH;Seretariat Rw 004;Jl. H. Awi Rt 02/04;;0;2022;;
1730;JAWA BARAT;KOTA BEKASI;JATIASIH;Balai Warga Rw 007;Kp. Payangan Rt 004/007;;0;2022;;
1731;JAWA BARAT;KOTA BEKASI;JATIASIH;Balai Rw 008;Jl. Tupolev Rw 008 Bumi Dirgantara Permai;;0;2022;;
1732;JAWA BARAT;KOTA BEKASI;JATIASIH;Rumah Magot Rw 09;Jl. Adi Sucipto Rt 008/009 Bumi Dirgantara Permai;;0;2022;;
1733;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKERTARIAT RT. 001 RW. 016;Kantor Sekertariat RT. 001 RW. 016, Kranggan Kulon RT.;;0;2022;;
1734;JAWA BARAT;;;;;;0;2022;;
1735;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKERTARIAT RT. 002 RW. 006;Kantor Sekertariat RT. 002 RW. 006, JI.Bandung 3 RT. 002/003,;;0;2022;;
1736;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1737;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;BALAI WARGA RT. 001 RW. 001;Balai Warga RT. 001 RW. 001, JI. Asem RT. 001 RW. 001,;;0;2022;;
1738;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1739;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;POS KAMLING RT. 001 RW. 013;Pos Kamling RT. 001 RW. 013, JI. SDN Jatirangga 2,;;0;2022;;
1740;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1741;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;POSYANDU RANGGA MEKAR;Posyandu Rangga Mekar, JI.Sumur Binong Rt,02/012,;;0;2022;;
1742;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1743;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;POS KAMLING RT. 010;Pos Kamling RT. 010, JI.Setia Warga (RT. 006/002),;;0;2022;;
1744;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1745;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;LAPANGAN SENAM RT. 003;Lapangan Senan RT. 003, Gg. Masjid II No. 46C RT. 006 RW. 003,;;0;2022;;
1746;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1747;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKRETARIAT RT. 006 RW. 003;Kantor Sekretariat RT. 006 RW. 003, JI. Setia Warga RT. 004;;0;2022;;
1748;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1749;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;LAPANGAN BULU TANGKIS;Lapangan Bulu Tangkis, JI. Camat No. 1 RT. 001 RW. 004,;;0;2022;;
1750;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1751;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;POS KEMUNING RT. 006 RW. 002;Pos Kemuning RT. 006 RW. 002, (RT. 010 RW. 007), Jatiranggon,;;0;2022;;
1752;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1753;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKERTARIAT RW.007;Kantor Sekretariat RW. 007, Jatirangga,Jatisampurna ,Kota;;0;2022;;
1754;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1755;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;WISATA HUTAN BAMBU;Wisata Hutan Bambu, Jl. Matador RW. 08,;;0;2022;;
1756;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1757;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKERTARIAT RW.006;Kantor Sekretariat RW. 006, Jl. Cendrawasih 2, RT. 002 RW.;;0;2022;;
1758;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1759;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKERTARIAT RW. 009;Kantor Sekretariat RW. 009, Jl. Lindung RW. 009,;;0;2022;;
1760;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1761;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;RUMAH PERUBAHAN JL. EMERALD;Rumah Perubahan, Perumahan Ereska, JI.Emerald VI Blok E6 N0.;;0;2022;;
1762;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1763;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1764;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;TPA. AL-KHOERIYAH;TPA. Al-Khoeriyah, Gg. Sadar II RW. 001,;;0;2022;;
1765;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1766;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;POS SAMPING MUSHOLLA AL-HADID;Pos Samping Musholla Al-Hadid, Jl. H. Uih RT. 002 RW. 005,;;0;2022;;
1767;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1768;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;BALAI PERTEMUAN RW.10;Balai Pertemuan RW. 010, Jl. Bambu 2 RT. 001 RW. 010,;;0;2022;;
1769;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1770;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKRETARIAT RW. 005 KP. KALIMANGGIS;Kantor Sekretariat RW. 005, Kp. Kalimanggis RT. 003 RW. 005,;;0;2022;;
1771;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1772;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;POS KAMLING RT. 001 RW. 006 JL. DAMAI;Pos Kamling, Jl. Damai 1 RT. 001 RW. 006, Jatikarya,;;0;2022;;
1773;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1774;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR POSPOL BKMP;KANTOR POSPOL BKMP, JI.Alternatif Rt,002/007, KELURAHAN;;0;2022;;
1775;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1776;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKRETARIAT RW.19;Jl. Permata Raya I, Perum Permata Kranggan;;0;2022;;
1777;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;POS RONDA RW. 003;KP. KALIMANGGIS GG. KIMALIUN RT. 001 RW. 003KEL. JATIKARYAKEC.;;0;2022;;
1778;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1779;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKERTARIAT RW.009 KP. PULO;Kantor Sekretariat RW. 009, Kampung Pulo RT. 002 RW. 009,;;0;2022;;
1780;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1781;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;KANTOR SEKERTRIAT LPM JATIKARYA;Kantor Sekretariat LPM Jatikarya, Jl. Cimatis RW. 008,;;0;2022;;
1782;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1783;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;SEKRETARIAT RW. 009;JL. CEMPAKA RT. CEMPAKA RT.002/009KEL. JATISAMPURNAKEL.;;0;2022;;
1784;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1785;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;BALAI WARGA PERUM ERASKA;JL. RAYA KRANGGAN RT. 003 RW. 011 KEL. JATIRADEN KEC.;;0;2022;;
1786;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1787;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Kantor Kelurahan Jati Karya;Jl. Sasak Cempling No. 1;;0;2022;;
1788;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Kantor Kelurahan Jati Raden;Jl. Kranggan Raya No.99, Rt.001/Rw.006;;0;2022;;
1789;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Kantor Kelurahan Jatirangga;Jl. Lurah Namat, Jatirangga, Jatisampurna;;0;2022;;
1790;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Kantor Kelurahan Jati Rangon;Jl. Jend. Ahmad Yani No.1;;0;2022;;
1791;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Kantor Kelurahan Jati Sampurna;Jl. Raya Ps. Kranggan No.11, Rt.001/Rw.004;;0;2022;;
1792;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Komplek Polri Rw 016;Kompek Polri Rw 016;;0;2022;;
1793;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Balai Rw 014;Perum Betawi Permai;;0;2022;;
1794;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Rmh Adat Olot Djamin;Kranggan Wetan Rw 010;;0;2022;;
1795;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Rmh Adat Olot Kisan;Kranggan Wetan Rw 004;;0;2022;;
1796;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Rmh Adat Olot Ambung;Kranggan Wetan Rw 004;;0;2022;;
1797;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Rmh Adat Olot Gucong;Kranggan Wetan Rw 001;;0;2022;;
1798;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Balai Hitam Putih;Jl.Olot Ajim Rw 004;;0;2022;;
1799;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Kantor Bkm;Jl.Cendrawasih Rt 001 Rw 006;;0;2022;;
1800;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 003;Jl Sanggiang Senopati Rw 003;;0;2022;;
1801;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Pos Rt 001;Jl.Huda Rt 001 Rw 008;;0;2022;;
1802;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Kopi Hoek Situ Pulo;Jl.Pulo Rw 009;;0;2022;;
1803;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Pos Ronda Rw 004;Jl Lame Rt 001 Rw 004;;0;2022;;
1804;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Skertariat Rw 007;Jl Swadaya Ii Rw.007;;0;2022;;
1805;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 004;Jl Sawo Rw 004;;0;2022;;
1806;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Koramil Jatisampurna;Kranggan Pasar Rt 001 Rw 004;;0;2022;;
1807;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Stadion Mini Jatisampurna;Stadion Mini Jatisampurna;;0;2022;;
1808;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rt 001 Rw 001;Jl Asem Rt 001 Rw 001;;0;2022;;
1809;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 06;Jl Bandung Iii Rt.01 Rw.06;;0;2022;;
1810;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 007;Jl Durian Rw 007;;0;2022;;
1811;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Masjid Baitul Jihad Rw 001;Jl Asem Rt 001 Rw 001;;0;2022;;
1812;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 005;Jl Mandar Rw 005;;0;2022;;
1813;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rt 002 Rw 016;Kp Kalimanngis Rt 002 Rw 016;;0;2022;;
1814;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Polsek Jatisampurna;Polsek Jatisampurna;;0;2022;;
1815;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Masjid Syarif Hidayatulloh;Jl Ujung Aspal Rt 006 Rw 001;;0;2022;;
1816;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Musola Baitul Rohmah;Jatiranggon Rt 004 Rw 003;;0;2022;;
1817;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 004;Jatiranggpn Rt 007 Rw 004;;0;2022;;
1818;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Taman Kelurahan Jatiranggon;Kelurahan Jatiranggon;;0;2022;;
1819;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Pos Rt 002;Jl.Nurul Hikmah Rt 002 Rw 002;;0;2022;;
1820;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rt 001;Jl.Randu Ii Rt 001 Rw 010;;0;2022;;
1821;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 011 Citra Gran;Perum Citra Gran Rw 011;;0;2022;;
1822;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 012 Rafles Hills;Perum Rafles Hills;;0;2022;;
1823;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 003;Jl Bakti Warga Rt 002 Rw 003;;0;2022;;
1824;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Ppkm;Jatiranggon Rt 003 Rw 006;;0;2022;;
1825;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Sekertariat Rw 002;Perum Taman Laguna Rw 002;;0;2022;;
1826;JAWA BARAT;KOTA BEKASI;JATISAMPURNA;Rsud Tipe D Jatisampurna;Jl. Raya Kranggan No.26, RT.001/RW.004;;0;2022;;
1827;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;LAPANGAN BULUTANGKIS PB KAN KM;LAPANGAN BULUTANGKIS PB KAN KM, Kp. Kelapa Dula RT. 003 RW.;;0;2022;;
1828;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1829;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID AL-HUSNAH;MASJID AL-HUSNAH, RT. 004 RW. 007, kel. Padurenan,Mustikajaya;;0;2022;;
1830;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1831;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID AS-SAKINAH;MASJID AS-SAKINAH, RT. 002 RW. 008, kel. Padurenan,Mustikajaya;;0;2022;;
1832;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1833;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;POS RONDA;POS RONDA RT. 002 RW. 009, kel. Cimuning,Mustikajaya ,Kota;;0;2022;;
1834;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1835;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID PERUMAHAN GRAND MUSTIKASARI;MASJID PERUMAHAN GRAND MUSTIKASARI, PERUM GRAND MUSTIKASARI;;0;2022;;
1836;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1837;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1838;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;LAPANGAN BULU TANGKIS / POSYANDU;LAPANGAN BULU TANGKIS / POSYANDU, PONDOK TIMUR INDAH II;;0;2022;;
1839;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1840;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1841;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID JAMIE AL-KHAIRIYAH;MASJID JAMIE AL-KHAIRIYAH, Jl. AMD Kp. Pabuaran RT.003/001,;;0;2022;;
1842;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1843;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1844;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1845;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW. 028;KANTOR SEKRETARIAT RW. 028, Perum Mutiara Gading Timur, kel.;;0;2022;;
1846;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1847;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RT.004;KANTOR SEKRETARIAT RT.004, PERUM MAYANG PRATAMA RT.004/RW.002,;;0;2022;;
1848;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1849;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;POS KAMLING / LAPANGAN VOLLY BALL;POS KAMLING / LAPANGAN VOLLY BALL, PONDOK TIMUR INDAH II;;0;2022;;
1850;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1851;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1852;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID AL-FURQON;MASJID AL-FURQON, PERUM MAYANG PRATAMA RT.005/RW.008, kel.;;0;2022;;
1853;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1854;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW. 008;KANTOR SEKRETARIAT RW. 008, PERUM MAYANG PRATAMA;;0;2022;;
1855;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1856;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1857;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW. 003;KANTOR SEKRETARIAT RW. 003, Jl. H. Latief IV, Perum. Rasbi;;0;2022;;
1858;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1859;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1860;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;TPQ NURUL FURQON NIHAYATUL AMAL;TPQ NURUL FURQON NIHAYATUL AMAL, RT. 002 RW. 009, kel.;;0;2022;;
1861;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1862;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW. 016;KANTOR SEKRETARIAT RW. 016, Griya Persada Elok, kel.;;0;2022;;
1863;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1864;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW. 005;KANTOR SEKRETARIAT RW. 005, kel. Cimuning,Mustikajaya ,Kota;;0;2022;;
1865;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1866;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW. 006;KANTOR SEKRETARIAT RW. 006, RT. 002 RW. 006, kel.;;0;2022;;
1867;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1868;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR RT/RW;KANTOR RT/RW, BTR 3 Cluster Lazulite RW. 026, kel.;;0;2022;;
1869;JAWA BARAT;KOTA BEKASI;;;;;0;2022;;
1870;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;FASILITAS UMUM;FASILITAS UMUM RT.001 RW. 003, kel. Padurenan,Mustikajaya;;0;2022;;
1871;JAWA BARAT;KOTA BEKASI;;;;;0;2023;;
1872;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;FASILITAS UMUM RT. 001;FASILITAS UMUM RT. 001 RW. 019, kel. Padurenan,Mustikajaya;;0;2023;;
1873;JAWA BARAT;KOTA BEKASI;;;;;0;2023;;
